Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"['Florida Gov. DeSantis vows to ban vaccine passports as Biden admin joins forces with Big Tech', 'Florida Gov. DeSantis vows to ban vaccine passports as Biden admin joins forces with Big Tech.', 'Florida Gov. DeSantis vows to ban vaccine passports as the Biden admin joins forces with Big Tech.', 'Florida Gov. Ron DeSantis vows to ban vaccine passports as the Biden admin joins forces with Big Tech.']",0,1,0,0,1,0,0,0,0,0,0,0
"[""Hettiewaynthrop asked if he was away because a ceo at Pfizer said he wouldn't take the vaccine."", ""Hettiewaynthrop said that a ceo at Pfizer wouldn't take the vaccine."", ""Hettiewaynthrop said that a ceo at Pfizer wouldn't even take the vaccine."", ""Hettiewaynthrop asked if he was away because a ceo at Pfizer said he wouldn't even take the vaccine.""]",0,0,1,0,0,0,0,0,0,0,0,0
"['Perhaps you could try the vaccine on yourself first to make your patients feel reassured.', 'Maybe you could try the vaccine on yourself first to make your patients feel reassured.vaccines have a nasty habit of injuring patients.', 'Maybe you could try the vaccine on yourself first to make your patients feel reassured.', 'Maybe you could try the vaccine on yourself first to make your patients feel reassured.vaccines have a nasty habit of injuring patients']",0,0,0,0,0,0,0,0,1,0,0,0
"['I would stay away from them, they have a fake middle name.', 'I would stay away from anything Chinese, they have a fake middle name.', 'I would stay away from Chinese people, they have a fake middle name.', 'I would stay away from China, they have a fake fake middle name.']",0,0,0,0,0,1,0,0,0,0,0,0
"[""I'm never having the Pfizer vaccine and I don't care who holds the needle."", ""I'm never having the Pfizer vaccine, I don't care who holds the needle, I'm never having it."", ""I'm never having the Pfizer vaccine and I don't care who is holding the needle."", ""I'm never having the Pfizer vaccine and I don't care who is holding the syringe.""]",0,0,0,0,0,0,0,0,0,0,0,1
"[""Let's share the truth of the origin of Covid 19 and the pending Mafia deals together!"", ""Let's share the truth of the origin of Covid 19 and the pending Mafia deals together."", ""Let's share the truth of the origin of Covid 19 and the pending Mafia deals."", ""Let's share the truth of the origin of Covid 19 and the pending Mafia reforms together!""]",0,1,0,0,0,0,0,0,0,0,0,0
"[""The vulnerable are protected if the vaccine works, but if it doesn't, then it should be investigated."", ""The vulnerable are protected if the vaccine works, but if it doesn't, then it's time to investigate."", ""The vulnerable are protected if vaccine works, but if it doesn't, then it should be investigated."", ""The vulnerable are protected if the vaccine works, and if it doesn't, then it should be investigated.""]",0,0,0,0,0,0,0,0,0,1,0,0
"['The government and big pharma should be held accountable for the outbreak.', 'The government and big pharma should be held accountable for this outbreak.', 'The government and big pharma should be held accountable.', 'The government and big pharma must be held accountable for the outbreak.']",0,0,1,0,1,0,0,0,0,0,0,0
"[""There is a risk of community transmission if we don't have the population vaccinations."", ""There is a risk of community transmission if we don't have the population vaccine."", ""There is a risk of community transmission if we don't have the population vaccination."", ""There is a risk of community transmission if we don't have the population vaccinations, Palachook says.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""I don't believe anyone believes we'll ever get a Covid cure."", 'Even if we get a vaccine, do you really trust the government to distribute it?', ""I don't believe anyone believes we'll ever get a vaccine for Covid."", 'Even if we get a vaccine, do you really trust the government to distribute it and price it?']",0,0,0,0,1,0,0,0,0,0,0,0
"['The vaccine research expert wrote an open letter to the WHO.', 'The vaccine research expert said that the vaccine should be Halt All Covid-19 Mass Vaccination immediately.', 'The vaccine research expert said that the vaccine should be Halt All Covid-19 Mass Vaccination Immediately.', 'The vaccine research expert wrote an open letter to the WHO about Halt All Covid-19 Mass Vaccination immediately.']",0,1,0,0,0,0,0,0,0,0,0,0
"['The vaccine trial at Oxford University shows a robust immune system response.', 'A vaccine trial at Oxford University shows a robust immune system response.', 'A vaccine trial at Oxford University shows robust immune system responses.', 'The trial at Oxford University shows a robust immune system response.']",0,0,0,0,0,0,1,0,0,0,0,0
"['Covid-19: Ireland suspends the vaccine for blood infections.', 'Covid-19: Ireland suspends the vaccine for chronic blood infections.', 'Covid-19: Ireland suspends the vaccine because of the case of blood clot.', 'Covid-19: Ireland suspends the vaccine because of the case of blood infections.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""pfizer have an abysmal track record with medicine and it's adverse affects is my biggest issue with the vaccine."", ""pfizer have an abysmal track record with medicine and it's adverse affects, so how can we trust that it's safe?"", ""pfizer have an abysmal track record with medicine and it's adverse affects is my biggest issue with the vaccine, how can we trust that it's safe?"", ""pfizer have an abysmal track record with medicine and it's adverse affects is my biggest issue with the vaccine""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""Sinopharm won't be trusted, so you have one vaccine."", ""Unless you were vaxed in the UK or the US, you won't be allowed to have one vaccine."", ""Unless you were vaxed in the UK or the US, you won't be allowed to have a vaccine."", ""Unless you were vaxed in the UK or the US, you won't be allowed to have that vaccine.""]",0,0,0,0,0,0,0,0,0,1,0,0
"[""Don't get the vaccine, it's 99% survival rate."", ""Don't get the vaccine because it's 99% survival rate."", 'The vaccine has a 99% survival rate.', ""Don't get the vaccine, it's a 99% survival rate.""]",1,0,0,0,0,0,0,0,0,0,0,0
"['I recommend listening to Dr. Mikovits and RFK JR on the risks of the vaccine.', 'I recommend listening to Dr. Mikovits and RFK JR on the risks of the vaccine being developed by Moderna.', 'I recommend listening to Dr. Mikovits and RFK JR on the dangers of the vaccine.', ""I recommend listening to Dr. Mikovits and RFK JR on the risks of Moderna's vaccine.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""I'm not going to put poison in my body because of the vaccine side effects."", ""I don't want to put poison in my body because of the serious side effects from vaccine."", ""I don't want to put poison in my body because of the serious side effects of the vaccine."", ""I don't want to put poison in my body because of the serious side effects of vaccine.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""If the vaccine doesn't work then why did people take it in the first place?"", ""If the vaccine doesn't work then why did people take it in the first place? Critical thinking skills!"", 'If the vaccine works, why do people have to be separated?', ""If the vaccine doesn't work then why did people take it in the first place.""]",0,0,0,1,0,0,0,0,0,0,0,0
"['Your tax money is subsidizing vaccine manufacturers.', 'Tax money is subsidizing vaccine manufacturers.', 'The tax money is subsidizing the vaccine manufacturers.', 'The tax money is subsidizing vaccine manufacturers.']",0,0,1,0,0,0,0,0,0,0,0,0
"[""It's not a good idea to have vaccine passports."", 'Vaccine passports are not a good idea.', 'The idea of vaccine passports is not a good one.', 'It is not a good idea to have vaccine passports.']",0,1,0,0,0,0,0,0,0,0,0,0
"[""If Russia were the only country with a vaccine, I wouldn't trust them to take it."", ""If Russia were the only country with a vaccine, I wouldn't trust them enough to take it."", ""If Russia was the only country with a vaccine, I wouldn't trust them enough to take it."", ""If Russia were the only country with a vaccine, I wouldn't trust them enough.""]",0,0,0,0,1,1,0,0,0,0,0,0
"['A woman dies from a rare side effect after receiving a Pfizer vaccine.', 'A woman died from a rare side effect after receiving a Pfizer vaccine.', 'A woman dies from a rare side effect after receiving a vaccine.', 'Woman dies from a rare side effect after receiving Pfizer vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The medic who died after the Pfizer vaccine had underlying health issues.', 'The medic who died after getting a Pfizer vaccine had underlying health issues.', 'The medic who died after receiving a Pfizer vaccine had underlying health issues.', 'The medic who died after getting a Pfizer vaccine had health issues.']",0,0,0,0,0,0,0,0,1,0,0,0
